영문공항명,한글공항명,공항코드1(IATA),공항코드2(ICAO),지역,영문국가명,한글국가명,영문도시명
Melangguane Airport,멜랑구안 공항,MNA,WAMN,아시아,Indonesia,인도네시아,Melangguane
Melbourne Essendon Fields Airport,에션던 공항,MEB,YMEN,대양주,Australia,오스트레일리아,Melbourne
Melbourne Tullamarine Airport,툴라마린 공항  ,MEL,YMML,대양주,Australia,오스트레일리아,Melbourne
Melbourne Orlando International Airport (US),멜버른 국제공항,MLB,KMLB,북미,United States of America,미국,Melbourne
Melilla Airport,멜리야 공항,MLN,GEML,유럽,Spain,스페인,Melilla
Garden Point Airport,가든 포인트 공항,GPN,YGPT,대양주,Australia,오스트레일리아,Melville Island
Snake Bay Airport,스네이크 배이 공항,SNB,YSNB,대양주,Australia,오스트레일리아,Melville Island
Memanbetsu Airport,메만베쓰 /메만베쯔 공항,MMB,RJCM,아시아,Japan,일본,Memanbetsu
Memmingen Allgaeu Airport,멤밍겐 공항,FMM,EDJA,유럽,Germany,독일,Memmingerberg
Memphis International Airport,멤피스 국제공항,MEM,KMEM,북미,United States of America,미국,Memphis
Mendi Airport,멘디 공항,MDU,AYMN,대양주,Papua New Guinea,파푸아뉴기니,Mendi
Mendoza Francisco Gabrielli International Airport,엘 풀루메릴로 공항,MDZ,SAME,중남미,Argentina,아르헨티나,Mendoza
Menongue Airport,메농구 공항,SPP,FNME,아프리카,Angola,앙골라,Menongue
Menorca Mahon Airport,메노르카 공항,MAH,LEMH,유럽,Spain,스페인,Menorca
Merauke Mopah Airport,모파 공항,MKQ,WAKK,아시아,Indonesia,인도네시아,Merauke
Merced Regional Airport,머시드 시공항,MCE,KMCE,북미,United States of America,미국,Merced
Merida Rejon Airport,리에 마뉴엘 크레센시오 레종 공항  ,MID,MMMD,중남미,Mexico,멕시코,Merida
Merida Alberto Carnevalli Airport,알베르토 카네발리 공항,MRD,SVMD,중남미,Venezuela,베네수엘라,Merida
Meridian Regional Airport,키 공항,MEI,KMEI,북미,United States of America,미국,Meridian
Merimbula Airport,메림불라 공항,MIM,YMER,대양주,Australia,오스트레일리아,Merimbula
Merlo Valle Del Conlara Airport,메를로 발레 델 콘클라라 공항,RLO,SAOS,중남미,Argentina,아르헨티나,Merlo
Merowe Airport,메로베 공항,MWE,HSMN,아프리카,Sudan,수단,Merowe
Mersa Matruh Airport,메르사마트루 공항,MUH,HEMM,아프리카,Egypt,이집트,Mersa Matruh
Phoenix Mesa Gateway Airport,피닉스메사 게이트웨이 공항 ,AZA,KIWA,북미,United States of America,미국,Mesa
Metlakatla Sea Plane Base,메트라카트라 수상비행장,MTM,,북미,United States of America,미국,Metlakatla
Metz/Nancy Lorraine Airport,메스 낭시 로레인 공항,ETZ,LFJL,유럽,France,프랑스,Metz
Cut Nyak Dhien Airport,쿠니약디엔 공항,MEQ,WITC,아시아,Indonesia,인도네시아,Meulaboh
Mexicali Taboada Airport,제너랄 로볼포 산체트 타보다 국제공항,MXL,MMML,중남미,Mexico,멕시코,Mexicali
Mexico City Juarez International Airport,베니토 후아레즈 국제공항  ,MEX,MMMX,중남미,Mexico,멕시코,Mexico City
Meyers Chuck SPB Airport,마이어스 척 SPB 공항,WMK,,북미,United States of America,미국,Meyers Chuck
Mfuwe Airport,엠푸베 공항,MFU,FLMF,아프리카,Zambia,잠비아,Mfuwe
Miami International Airport,마이애미 국제공항,MIA,KMIA,북미,United States of America,미국,Miami
Miami Opa-locka Executive Airport,마이애미 오파-락카 이그제큐티브 공항,OPF,KOPF,북미,United States of America,미국,"Miami, FL"
Mianyang Nanjiao Airport,면양 남경 공항,MIG,ZUMY,아시아,China,중국,Mianyang
Harrisburg International Airport,해리스버그 국제공항,MDT,KMDT,북미,United States of America,미국,Middletown
Midland International Airport,미들랜드 국제공항,MAF,KMAF,북미,United States of America,미국,Midland
Sand Island Henderson Field Airport,샌드 아일랜드 공항,MDY,,북미,United States Minor Outlying Islands,미국령 군소제도,Midway Island
Milan Bergamo/Orio al Serio Airport,오리오 알 세리오 공항,BGY,LIME,유럽,Italy,이탈리아,Milan
Milan Linate Airport,리나테 공항  ,LIN,LIML,유럽,Italy,이탈리아,Milan
Milan Malpensa Airport,말펜사 공항,MXP,LIMC,유럽,Italy,이탈리아,Milan
Parma Airport,파르마 공항,PMF,LIMP,유럽,Italy,이탈리아,Milan
Mildura Airport,밀두라 공항,MQL,YMIA,대양주,Australia,오스트레일리아,Mildura
Miles City Municipal Airport,마일스시티 시공항,MLS,KMLS,북미,United States of America,미국,Miles City
Mili Island Airport,밀리 섬 공항,MIJ,,대양주,Marshall Islands,마셜제도,Mili Island
Milingimbi Airport,밀링김비 공항,MGT,YMGB,대양주,Australia,오스트레일리아,Milingimbi Island
Milos Airport,밀로스 아일랜드 내셔널 공항,MLO,LGML,유럽,Greece,그리스,Milos
Milwaukee Mitchell International Airport,제너랄 미첼 국제공항,MKE,KMKE,북미,United States of America,미국,Milwaukee
Minami Daito Maridor Airport,마리도 공항,MMD,ROMD,아시아,Japan,일본,Minami Daito
Minatitlan National Airport,미나티틀란 코아차콜코스 내셔널 공항,MTT,MMMT,중남미,Mexico,멕시코,Minatitlan
Malaita Manaoba Island Baenalu Airport,민츄미나 공항,MHM,PAMH,대양주,Solomon Islands,솔로몬제도,Minchumina
Mineralnye Vody Airport,미네랄예 보디 공항,MRV,URMM,유럽,Russian Federation,러시아,Mineralnye Vody
Winnipeg St Andrews Airport,위니펙 세인트앤드루스 공항,YAV,,북미,Canada,캐나다,Miners Bay
Minna Airport,민나 공항,MXJ,DNMN,아프리카,Nigeria,나이지리아,Minna
Minneapolis St Paul International Airport,미니애폴리스 세인트폴 국제공항 ,MSP,KMSP,북미,United States of America,미국,Minneapolis
Minocqua Noble F Lee Airport,레이크랜드 공항,ARV,,북미,United States of America,미국,Minocqua / Woodruff
Minot International Airport,미노트 국제공항,MOT,KMOT,북미,United States of America,미국,Minot
Minsk National Airport,민스크 2 국제공항,MSQ,UMMS,유럽,Belarus,벨로루시,Minsk
Minto Airport,민토 공항,MNT,,북미,United States of America,미국,Minto
Miri Airport,미리 공항,MYY,WBGR,아시아,Malaysia,말레이시아,Miri
Miriti Airport,미리티 공항,MIX,,중남미,Colombia,콜롬비아,Miriti
Mirny Airport,미르느이 공항,MJZ,UERR,유럽,Russian Federation,러시아,Mirny
Misawa Airport,미사와 공항,MSJ,RJSM,아시아,Japan,일본,Misawa
Misima Island Airport,미지마 공항,MIS,,대양주,Papua New Guinea,파푸아뉴기니,Misima
Misurata Airport,미소라타 공항,MRA,HLMS,아프리카,Libya,리비아,Misratah
Missoula International Airport,미솔라 국제공항,MSO,KMSO,북미,United States of America,미국,Missoula
Mitchell Municipal Airport,미첼 시공항,MHE,KMHE,북미,United States of America,미국,Mitchell
Morro de Sao Paulo Airport,모로데상파울루 공항,MXQ,,중남미,Brazil,브라질,Mitchell River
Mitiaro Island Airport,미티아로 섬 공항,MOI,,대양주,Cook Islands,쿡 군도,Mitiaro Island
Mitu Airport,파비오 알베르토 레옹 벤틀레이 공항,MVP,SKMU,중남미,Colombia,콜롬비아,Mitu
Miyake Jima Airport,미아케지마 공항,MYE,,아시아,Japan,일본,Miyakejima
Miyako Hirara Airport,히라라 공항,MMY,ROMY,아시아,Japan,일본,Miyako Jima
Miyazaki Airport,미야자키 공항,KMI,RJFM,아시아,Japan,일본,Miyazaki
Kagoshima Airport,가고시마 공항,KOJ,RJFK,아시아,Japan,일본,Mizobe
Mkuze Airport,므쿠즈 공항,MZQ,FAMU,아프리카,South Africa,남아프리카,Mkuze
Mahikeng Airport,음마바토 국제공항  ,MBD,FAMM,아프리카,South Africa,남아프리카,Mmabatho
Mo I Rana Airport,뢰스볼드 공항 ,MQN,ENRA,유럽,Norway,노르웨이,Mo i Rana
Moa Orestes Acosta Airport,오레스테즈 아코스타 공항,MOA,,중남미,Cuba,쿠바,Moa
Kubin Village Airport,구빈 빌리지 공항,KUG,YKUB,대양주,Australia,오스트레일리아,Moa Island
Moab Canyonlands Field,캐년 랜필드 공항,CNY,KCNY,북미,United States of America,미국,Moab
Moala Island Airport,모알라 공항,MFJ,,대양주,Fiji,피지,Moala
Moanda Airport (Gabon),모안다 공항,MFF,,아프리카,Gabon,가봉,Moanda
Mobile International Airport,모빌 다운타운 공항,BFM,KBFM,북미,United States of America,미국,Mobile
Mobile Regional Airport,모빌 지역공항,MOB,KMOB,북미,United States of America,미국,Mobile
Mocimboa da Praia Airport,모킴보아드프라이아 공항,MZB,FQMP,아프리카,Mozambique,모잠비크,Mocimboa De Praia
Modesto City-County Airport,머데스토 시티 카운티 공항,MOD,KMOD,북미,United States of America,미국,Modesto
Mogadishu Aden Adde International Airport,모가디슈 국제공항,MGQ,HCMM,아프리카,Somalia,소말리아,Mogadishu
Dibrugarh Chabua Airport,모한바리 공항,DIB,VEMN,아시아,India,인도,Mohanbari
Morowali Airport,모로왈리 공항,MOH,,아시아,Indonesia,인도네시아,Mohanbari
Mojave Air and Space Port,모헤이브 스페이스포트,MHV,KMHV,북미,United States of America,미국,Mohave
Mohe Gulian Airport,모헤 굴리안 공항,OHE,ZYMH,아시아,China,중국,Mohe
Moheli Bandar es Salam Airport,모헤리 반다르 에스 에슬람 공항,NWA,FMCI,아프리카,Comoros,코모로,Moheli
Mohenjo Daro Airport,모헨조다로 공항,MJD,,아시아,Pakistan,파키스탄,Mohenjo
Molde Aro Airport,아로 공항,MOL,ENML,유럽,Norway,노르웨이,Molde
Quad Cities International Airport,쾌드 시티즈 공항,MLI,KMLI,북미,United States of America,미국,Moline
Mombasa Moi International Airport,모이 국제공항,MBA,HKMO,아프리카,Kenya,케냐,Mombasa
Monastir Habib Bourguiba International Airport,후비브 부르기바 국제공항,MIR,DTMB,아프리카,Tunisia,튀니지,Monastir
Monbetsu Airport,몬베쓰 공항,MBE,RJEB,아시아,Japan,일본,Monbetsu
Monclova Venustiano Carranza International Airport,비너스티아노 카란자 국제공항,LOV,,중남미,Mexico,멕시코,Monclova
Greater Moncton Romeo LeBlanc International Airport,그레이터 몽튼 국제공항,YQM,CYQM,북미,Canada,캐나다,Moncton
Mong Hsat Airport,몽삿 공항,MOG,,아시아,Myanmar,버마,Monghsat
Mongu,몽구 공항,MNR,,아프리카,Zambia,잠비아,Mongu
Monkey Bay Airport,멍키베이 공항,MYZ,,아프리카,Malawi,말라위,Monkey Bay
Mono Airport,모노 공항,MNY,,대양주,Solomon Islands,솔로몬제도,Mono Island
Monrovia James Spriggs Payne Airport,스프릭 페연 공항,MLW,GLMR,아프리카,Liberia,라이베리아,Monrovia
Monrovia Roberts International Airport,로버츠 국제공항,ROB,GLRB,아프리카,Liberia,라이베리아,Monrovia
Mont Joli Airport,몬트조일 공항,YYY,CYYY,북미,Canada,캐나다,Mont Joli
Montagne Harbor Airport,몽테뉴 하버 공항,YMF,,북미,Canada,캐나다,Montagne Harbor
Montauk Airport,스카이 포탈 공항,MTP,KMTP,북미,United States of America,미국,Montauk
Monte Carlo Heliport,모나코 헬리포트,MCM,,유럽,Monaco,모나코,Monte Carlo
Montego Bay Sangster International Airport,상스터 국제공항,MBJ,MKJS,중남미,Jamaica,자메이카,Montego Bay
Montelibano,몬텔리바노,MTB,,중남미,Colombia,콜롬비아,Montelibano
Monterey Regional Airport,몬터레이 페닌슬라 공항,MRY,KMRY,북미,United States of America,미국,Monterey
Monteria Los Garzones Airport,산 제로니모 공항,MTR,SKMR,중남미,Colombia,콜롬비아,Monteria
Monterrey Escobedo International Airport,제너럴 마리아노 공항  ,MTY,MMMY,중남미,Mexico,멕시코,Monterrey
Monterrey Del Norte International Airport,델 노트 공항,NTR,MMAN,중남미,Mexico,멕시코,Monterrey
Montes Claros Airport,몬테클라로스 공항,MOC,SBMK,중남미,Brazil,브라질,Montes Claros
Montevideo Carrasco Airport,체러스코 공항,MVD,SUMU,중남미,Uruguay,우루과이,Montevideo
Montgomery Regional Airport,몽고메리  지역공항,MGM,KMGM,북미,United States of America,미국,Montgomery
Monticello Regional Airport,몬티첼로 국제공항,MXO,KMXO,북미,United States of America,미국,"Monticello, IA"
Montpellier Mediterranee Airport,메디테라니 공항,MPL,LFMT,유럽,France,프랑스,Montpellier
Montreal Mirabel International Airport,미라벨 공항,YMX,CYMX,북미,Canada,캐나다,Montreal
